Timestamp,Size,Source IP,Destination IP,Source Port,Destination Port
1739466901.27755,84,34.117.188.166,10.9.21.209,443,48415
1739466901.277654,129,10.9.21.209,34.117.188.166,48415,443
1739466901.288354,74,34.120.208.123,10.9.21.209,443,39176
1739466901.288379,66,10.9.21.209,34.120.208.123,39176,443
1739466901.28862,1981,10.9.21.209,34.120.208.123,39176,443
1739466901.312642,84,172.16.0.232,10.9.21.209,53,36139
1739466901.312642,281,34.107.221.82,10.9.21.209,80,57420
1739466901.312671,66,10.9.21.209,34.107.221.82,57420,80
1739466901.312771,66,10.9.21.209,34.117.188.166,60598,443
1739466901.319126,684,34.107.243.93,10.9.21.209,443,50820
1739466901.319127,97,34.107.243.93,10.9.21.209,443,50820
1739466901.319357,97,10.9.21.209,34.107.243.93,50820,443
1739466901.319656,74,10.9.21.209,34.107.243.93,50828,443
1739466901.328598,66,34.117.188.166,10.9.21.209,443,60598
1739466901.338189,698,10.9.29.169,239.255.255.250,61490,3702
1739466901.343748,66,34.120.208.123,10.9.21.209,443,39176
1739466901.343748,66,34.120.208.123,10.9.21.209,443,39176
1739466901.347298,2114,34.120.208.123,10.9.21.209,443,39176
1739466901.347304,66,10.9.21.209,34.120.208.123,39176,443
1739466901.347298,1528,34.120.208.123,10.9.21.209,443,39176
1739466901.347315,66,10.9.21.209,34.120.208.123,39176,443
1739466901.348526,88,10.9.21.209,172.16.0.232,43949,53
1739466901.348565,88,10.9.21.209,172.16.0.232,55364,53
1739466901.373623,74,34.107.243.93,10.9.21.209,443,50828
1739466901.373643,66,10.9.21.209,34.107.243.93,50828,443
1739466901.373954,1316,10.9.21.209,34.107.243.93,50828,443
1739466901.376802,66,34.107.243.93,10.9.21.209,443,50820
1739466901.41483,224,172.16.0.232,10.9.21.209,53,43949
1739466901.427836,66,34.107.243.93,10.9.21.209,443,50828
1739466901.428641,196,34.117.188.166,10.9.21.209,443,60598
1739466901.428648,66,10.9.21.209,34.117.188.166,60598,443
1739466901.428641,156,34.117.188.166,10.9.21.209,443,60598
1739466901.428659,66,10.9.21.209,34.117.188.166,60598,443
1739466901.428641,105,34.117.188.166,10.9.21.209,443,60598
1739466901.428662,66,10.9.21.209,34.117.188.166,60598,443
1739466901.428863,105,10.9.21.209,34.117.188.166,60598,443
1739466901.447546,2802,34.107.243.93,10.9.21.209,443,50828
1739466901.447562,66,10.9.21.209,34.107.243.93,50828,443
1739466901.447546,398,34.107.243.93,10.9.21.209,443,50828
1739466901.447608,66,10.9.21.209,34.107.243.93,50828,443
1739466901.448646,130,10.9.21.209,34.107.243.93,50828,443
1739466901.448922,696,10.9.21.209,34.107.243.93,50828,443
1739466901.45137,284,172.16.0.232,10.9.21.209,53,55364
1739466901.451535,94,10.9.21.209,172.16.0.232,53943,53
1739466901.45509,170,172.16.0.232,10.9.21.209,53,53943
1739466901.455492,74,10.9.21.209,23.40.158.218,50602,80
1739466901.48271,66,34.117.188.166,10.9.21.209,443,60598
1739466901.502373,66,34.107.243.93,10.9.21.209,443,50828
1739466901.508451,74,23.40.158.218,10.9.21.209,80,50602
1739466901.508472,66,10.9.21.209,23.40.158.218,50602,80
1739466901.508579,505,10.9.21.209,23.40.158.218,50602,80
