Timestamp,Size,Source IP,Destination IP,Source Port,Destination Port
1739447083.965088,155,10.0.2.3,10.0.2.15,53,39995
1739447083.965088,167,10.0.2.3,10.0.2.15,53,35690
1739447083.965088,65,35.186.224.24,10.0.2.15,443,55123
1739447083.965629,74,10.0.2.15,35.186.224.24,35419,443
1739447083.969615,561,10.0.2.15,104.199.65.9,32778,4070
1739447083.970767,60,104.199.65.9,10.0.2.15,4070,32778
1739447083.971155,118,10.0.2.15,35.186.224.24,34812,443
1739447083.971448,118,10.0.2.15,35.186.224.24,34848,443
1739447083.971578,60,35.186.224.24,10.0.2.15,443,34812
1739447083.971578,60,35.186.224.24,10.0.2.15,443,34848
1739447083.971717,118,10.0.2.15,35.186.224.24,34832,443
1739447083.971906,118,10.0.2.15,35.186.224.24,34828,443
1739447083.972343,90,10.0.2.15,10.0.2.3,54906,53
1739447083.972488,60,35.186.224.24,10.0.2.15,443,34832
1739447083.972488,60,35.186.224.24,10.0.2.15,443,34828
1739447083.972666,90,10.0.2.15,10.0.2.3,60194,53
1739447083.972892,90,10.0.2.15,10.0.2.3,42986,53
1739447083.973599,85,10.0.2.15,10.0.2.3,36141,53
1739447083.974674,85,10.0.2.15,10.0.2.3,41275,53
1739447083.975001,85,10.0.2.15,10.0.2.3,57309,53
1739447083.975927,92,10.0.2.15,10.0.2.3,51010,53
1739447083.977107,995,142.250.27.84,10.0.2.15,443,44198
1739447083.977847,163,142.250.27.84,10.0.2.15,443,44198
1739447083.978912,92,10.0.2.15,10.0.2.3,60109,53
1739447083.979196,92,10.0.2.15,10.0.2.3,48432,53
1739447083.979503,74,10.0.2.15,35.186.224.24,34860,443
1739447083.979767,73,10.0.2.15,142.250.27.84,44198,443
1739447083.979944,54,10.0.2.15,35.186.224.24,34832,443
1739447083.980124,54,10.0.2.15,35.186.224.24,34828,443
1739447083.980244,60,35.186.224.24,10.0.2.15,443,34832
1739447083.980244,60,35.186.224.24,10.0.2.15,443,34828
1739447083.984763,60,142.250.27.84,10.0.2.15,443,58494
1739447083.984764,69,142.250.27.84,10.0.2.15,443,44198
1739447083.984764,2934,35.186.224.41,10.0.2.15,443,52484
1739447083.984796,54,10.0.2.15,142.250.27.84,58494,443
1739447083.984864,54,10.0.2.15,35.186.224.41,52484,443
1739447083.985394,260,35.186.224.41,10.0.2.15,443,52484
1739447083.985401,54,10.0.2.15,35.186.224.41,52484,443
1739447083.987742,74,10.0.2.15,35.186.224.24,34868,443
1739447083.987875,1434,35.186.224.26,10.0.2.15,443,36820
1739447083.987881,54,10.0.2.15,35.186.224.26,36820,443
1739447083.988348,1783,10.0.2.15,142.250.27.84,58494,443
1739447083.989092,60,142.250.27.84,10.0.2.15,443,58494
1739447083.989092,60,142.250.27.84,10.0.2.15,443,58494
1739447083.989308,146,10.0.2.15,35.186.224.24,34848,443
1739447083.989648,1002,10.0.2.15,35.186.224.24,34848,443
1739447083.989825,153,10.0.2.15,35.186.224.24,34848,443
1739447083.989959,2131,35.186.224.26,10.0.2.15,443,36820
1739447083.989959,60,35.186.224.24,10.0.2.15,443,34848
1739447083.989959,60,35.186.224.24,10.0.2.15,443,34848
1739447083.989959,2934,35.186.224.26,10.0.2.15,443,36826
1739447083.989959,2934,35.186.224.26,10.0.2.15,443,36818
1739447083.989968,54,10.0.2.15,35.186.224.26,36820,443
1739447083.989994,54,10.0.2.15,35.186.224.26,36826,443
1739447083.990015,54,10.0.2.15,35.186.224.26,36818,443
1739447083.990034,2934,35.186.224.26,10.0.2.15,443,36804
1739447083.990034,2934,35.186.224.26,10.0.2.15,443,36788
1739447083.990034,2934,35.186.224.26,10.0.2.15,443,36782
1739447083.990037,54,10.0.2.15,35.186.224.26,36804,443
1739447083.990058,54,10.0.2.15,35.186.224.26,36788,443
1739447083.990079,54,10.0.2.15,35.186.224.26,36782,443
1739447083.990153,535,10.0.2.15,35.186.224.24,34848,443
1739447083.990271,60,35.186.224.24,10.0.2.15,443,34848
1739447083.990309,3983,10.0.2.15,35.186.224.24,34848,443
1739447083.99044,426,10.0.2.15,35.186.224.24,34848,443
1739447083.990918,635,35.186.224.26,10.0.2.15,443,36826
1739447083.990918,631,35.186.224.26,10.0.2.15,443,36818
1739447083.990918,635,35.186.224.26,10.0.2.15,443,36804
1739447083.990918,635,35.186.224.26,10.0.2.15,443,36788
1739447083.990918,635,35.186.224.26,10.0.2.15,443,36782
1739447083.990918,60,35.186.224.24,10.0.2.15,443,34848
1739447083.990918,60,35.186.224.24,10.0.2.15,443,34848
1739447083.990918,60,35.186.224.24,10.0.2.15,443,34848
1739447083.990927,54,10.0.2.15,35.186.224.26,36826,443
1739447083.990951,54,10.0.2.15,35.186.224.26,36818,443
1739447083.991001,54,10.0.2.15,35.186.224.26,36804,443
1739447083.991023,54,10.0.2.15,35.186.224.26,36788,443
1739447083.991045,54,10.0.2.15,35.186.224.26,36782,443
1739447083.991091,60,35.186.224.24,10.0.2.15,443,34848
1739447083.991091,60,35.186.224.24,10.0.2.15,443,34848
1739447083.993613,118,10.0.2.15,35.186.224.26,36820,443
1739447083.99386,118,10.0.2.15,35.186.224.26,36826,443
1739447083.994048,118,10.0.2.15,35.186.224.26,36818,443
1739447083.994823,134,10.0.2.15,35.186.224.41,52484,443
1739447083.994826,748,10.0.2.15,35.186.224.41,52484,443
1739447083.994871,1292,142.250.27.84,10.0.2.15,443,44198
1739447083.994871,60,35.186.224.26,10.0.2.15,443,36820
1739447083.994871,60,35.186.224.26,10.0.2.15,443,36826
